UNDERLYING_PRICE,STRIKE,DTE,OPTION_RIGHT,MARK_IV,BID_PRICE,ASK_PRICE,QUOTE_DATE,EXPIRY_DATE,DELTA,GAMMA,VEGA,THETA,RHO,MID_PRICE,MONEYNESS,ASK_USD,BID_USD,NEGOTIATED_PRICE
58529.2644,53000.0,0.16657,call,77.88,0.092,0.096,2024-09-01,2024-09-01,1.0,0.0,0.0,-1e-05,0.25108,0.094,1.1043257433962264,5618.8093824,5384.6923248,5501.7508536000005
58529.2644,54000.0,0.16657,call,69.47,0.075,0.079,2024-09-01,2024-09-01,1.0,0.0,0.0,-9e-05,0.25171,0.077,1.0838752666666667,4623.8118876,4389.6948299999995,4506.7533588
58529.2644,55000.0,0.16657,call,69.47,0.0585,0.062,2024-09-01,2024-09-01,0.99999,0.0,0.00081,-0.02799,0.25323,0.06025,1.0641684436363636,3628.8143928,3423.9619674,3526.3881800999998
58529.2644,56000.0,0.16657,call,69.45,0.0415,0.045,2024-09-01,2024-09-01,0.99852,1e-05,0.06055,-2.10252,0.25744,0.04325,1.0451654357142857,2633.816898,2428.9644726,2531.3906853
58529.2644,56500.0,0.16657,call,66.2,0.032,0.0365,2024-09-01,2024-09-01,0.99363,2e-05,0.2251,-7.45131,0.25842,0.03425,1.0359161840707964,2136.3181506,1872.9364608,2004.6273057
58529.2644,57000.0,0.16657,call,64.97,0.0235,0.028,2024-09-01,2024-09-01,0.97169,8e-05,0.81446,-26.45698,0.25477,0.025750000000000002,1.0268292,1638.8194032000001,1375.4377134,1507.1285583
58529.2631,57500.0,0.16657,call,51.58,0.016,0.02,2024-09-01,2024-09-01,0.94615,0.00017,1.37399,-35.43453,0.25016,0.018000000000000002,1.017900227826087,1170.585262,936.4682095999999,1053.5267358
58529.2631,58000.0,0.16657,call,43.22,0.007,0.012,2024-09-01,2024-09-01,0.83748,0.00045,3.0871,-66.71239,0.22303,0.0095,1.0091252258620689,702.3511572,409.7048417,556.0279994499999
58529.2644,58500.0,0.16657,call,34.66,0.0025,0.0035,2024-09-01,2024-09-01,0.52829,0.00091,4.99769,-86.61625,0.1415,0.003,1.0005002461538461,204.85242540000002,146.323161,175.58779320000002
58529.2631,59000.0,0.16657,call,34.29,0.0004,0.0007,2024-09-01,2024-09-01,0.13894,0.00051,2.78093,-30.33276,0.0373,0.00055,0.9920214084745762,40.97048417,23.41170524,32.191094705
58529.2631,59500.0,0.16657,call,48.02,0.0001,0.0003,2024-09-01,2024-09-01,0.05578,0.00019,1.41278,-14.24521,0.01497,0.00019999999999999998,0.983685094117647,17.55877893,5.85292631,11.70585262
58529.2631,60000.0,0.16657,call,58.7,0.0,0.0002,2024-09-01,2024-09-01,0.02501,8e-05,0.7357,-6.94591,0.00673,0.0001,0.9754877183333333,11.70585262,0.0,5.85292631
58529.2631,60500.0,0.16657,call,61.23,0.0,0.0003,2024-09-01,2024-09-01,0.00606,2e-05,0.21586,-1.49646,0.00163,0.00015,0.9674258363636363,17.55877893,0.0,8.779389465
58529.2631,61000.0,0.16657,call,61.23,0.0,0.0001,2024-09-01,2024-09-01,0.00179,1e-05,0.07752,-0.42686,0.00056,5e-05,0.9594961163934426,5.85292631,0.0,2.926463155
58529.2631,61500.0,0.16657,call,61.23,0.0,0.0001,2024-09-01,2024-09-01,0.0001,0.0,0.0048,-0.01761,3e-05,5e-05,0.9516953349593495,5.85292631,0.0,2.926463155
58529.2631,62000.0,0.16657,call,61.23,0.0,0.0001,2024-09-01,2024-09-01,1e-05,0.0,0.00041,-0.00115,0.0,5e-05,0.9440203725806451,5.85292631,0.0,2.926463155
58529.2631,62500.0,0.16657,call,61.24,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,2e-05,-5e-05,0.0,5e-05,0.9364682096,5.85292631,0.0,2.926463155
58528.7623,63000.0,0.16657,call,61.24,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.929027973015873,5.852876230000001,0.0,2.9264381150000003
58528.7623,63500.0,0.16657,call,61.25,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.9217127921259843,5.852876230000001,0.0,2.9264381150000003
58528.7623,64000.0,0.16657,call,61.28,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.9145119109375001,5.852876230000001,0.0,2.9264381150000003
58528.7623,64500.0,0.16657,call,61.64,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.9074226713178295,5.852876230000001,0.0,2.9264381150000003
58528.7623,65000.0,0.16657,call,61.68,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.900442496923077,5.852876230000001,0.0,2.9264381150000003
58528.7623,66000.0,0.16657,call,62.15,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.8867994287878789,5.852876230000001,0.0,2.9264381150000003
58528.7623,67000.0,0.16657,call,62.32,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.8735636164179105,5.852876230000001,0.0,2.9264381150000003
58528.7623,68000.0,0.16657,call,65.01,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.8607170926470589,5.852876230000001,0.0,2.9264381150000003
58528.7623,69000.0,0.16657,call,65.38,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.848242931884058,5.852876230000001,0.0,2.9264381150000003
58528.7623,70000.0,0.16657,call,72.89,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.8361251757142858,5.852876230000001,0.0,2.9264381150000003
58528.7623,71000.0,0.16657,call,76.54,0.0,0.0001,2024-09-01,2024-09-01,0.0,0.0,0.0,0.0,0.0,5e-05,0.8243487647887324,5.852876230000001,0.0,2.9264381150000003
58531.3358,52000.0,1.16657,call,77.1,0.109,0.1135,2024-09-01,2024-09-02,0.99687,0.0,0.3148,-10.3829,1.65912,0.11125,1.1256026115384616,6643.3066133,6379.9156022,6511.61110775
58531.3358,53000.0,1.16657,call,70.09,0.092,0.096,2024-09-01,2024-09-02,0.9941,1e-05,0.55542,-16.59515,1.69191,0.094,1.1043648264150943,5619.0082368,5384.8828936,5501.9455652
58531.3358,54000.0,1.16657,call,66.51,0.075,0.079,2024-09-01,2024-09-02,0.98456,2e-05,1.2865,-36.56015,1.7018,0.077,1.0839136259259259,4623.975528200001,4389.850185,4506.9128566
58531.3358,55000.0,1.16657,call,55.21,0.058,0.0625,2024-09-01,2024-09-02,0.97762,3e-05,1.76395,-41.63692,1.71972,0.06025,1.0642061054545455,3658.2084875,3394.8174764,3526.51298195
58531.3358,56000.0,1.16657,call,48.57,0.041,0.0455,2024-09-01,2024-09-02,0.94769,7e-05,3.53991,-73.59555,1.69296,0.04325,1.045202425,2663.1757789,2399.7847678000003,2531.48027335
58531.3358,56500.0,1.16657,call,46.57,0.033,0.0375,2024-09-01,2024-09-02,0.91201,0.0001,5.29032,-105.32746,1.6432,0.035250000000000004,1.0359528460176992,2194.9250925,1931.5340814,2063.2295869500003
58531.3358,57000.0,1.16657,call,42.85,0.0255,0.0295,2024-09-01,2024-09-02,0.86562,0.00015,7.16636,-131.4335,1.56927,0.027499999999999997,1.0268655403508773,1726.6744061,1492.5490628999999,1609.6117344999998
58531.3358,57500.0,1.16657,call,39.34,0.017,0.0215,2024-09-01,2024-09-02,0.79054,0.00022,9.54805,-160.12529,1.44875,0.01925,1.0179362747826086,1258.4237197,995.0327086000001,1126.72821415
58531.5303,58000.0,1.16657,call,36.35,0.011,0.015,2024-09-01,2024-09-02,0.67504,0.0003,11.91668,-185.44951,1.23912,0.013,1.0091643155172414,877.9729544999999,643.8468333,760.9098938999999
58531.5303,58500.0,1.16657,call,33.79,0.0075,0.008,2024-09-01,2024-09-02,0.51505,0.00036,13.20006,-190.94289,0.94996,0.00775,1.0005389794871795,468.2522424,438.98647724999995,453.61935982499995
58531.5303,59000.0,1.16657,call,32.66,0.0037,0.0044,2024-09-01,2024-09-02,0.33644,0.00034,12.08312,-168.94519,0.62255,0.00405,0.9920598355932203,257.53873332,216.56666211,237.05269771500002
58531.5303,59500.0,1.16657,call,33.43,0.0017,0.0023,2024-09-01,2024-09-02,0.19533,0.00025,9.13854,-118.82464,0.36208,0.002,0.9837231983193278,134.62251969,99.50360151,117.0630606
58531.5303,60000.0,1.16657,call,35.24,0.0008,0.0013,2024-09-01,2024-09-02,0.10881,0.00016,6.1777,-60.666,0.20187,0.00105,0.975525505,76.09098938999999,46.825224240000004,61.458106814999994
58531.5303,60500.0,1.16657,call,38.9,0.0005,0.0008,2024-09-01,2024-09-02,0.06785,0.0001,4.33991,-38.11382,0.12586,0.00065,0.9674633107438017,46.825224240000004,29.26576515,38.045494695
58531.5303,61000.0,1.16657,call,42.29,0.0003,0.0006,2024-09-01,2024-09-02,0.04319,7e-05,3.03643,-24.48328,0.08012,0.00045,0.9595332836065573,35.118918179999994,17.559459089999997,26.339188634999996
58531.5602,61500.0,1.16657,call,42.36,0.0001,0.0003,2024-09-01,2024-09-02,0.02011,3e-05,1.61186,-10.28794,0.03739,0.00019999999999999998,0.9517326861788618,17.559468059999997,5.85315602,11.706312039999998
58531.5602,62000.0,1.16657,call,48.48,0.0001,0.0004,2024-09-01,2024-09-02,0.01851,3e-05,1.50103,-10.70617,0.03433,0.00025,0.9440574225806452,23.41262408,5.85315602,14.63289005
58531.5602,62500.0,1.16657,call,49.44,0.0,0.0002,2024-09-01,2024-09-02,0.00996,2e-05,0.88063,-5.48273,0.01853,0.0001,0.9365049632,11.70631204,0.0,5.85315602
58531.5602,63000.0,1.16657,call,49.44,0.0,0.0003,2024-09-01,2024-09-02,0.00453,1e-05,0.43922,-2.30799,0.00845,0.00015,0.9290723841269841,17.559468059999997,0.0,8.779734029999998
58531.5602,63500.0,1.16657,call,49.45,0.0,0.0002,2024-09-01,2024-09-02,0.00197,0.0,0.20797,-0.93712,0.0037,0.0001,0.921756853543307,11.70631204,0.0,5.85315602
58531.5602,64000.0,1.16657,call,49.57,0.0,0.0003,2024-09-01,2024-09-02,0.00089,0.0,0.10199,-0.40554,0.00171,0.00015,0.914555628125,17.559468059999997,0.0,8.779734029999998
58531.5602,65000.0,1.16657,call,52.46,0.0,0.0003,2024-09-01,2024-09-02,0.00027,0.0,0.03314,-0.11762,0.00051,0.00015,0.9004855415384615,17.559468059999997,0.0,8.779734029999998
58531.5602,66000.0,1.16657,call,58.54,0.0,0.0001,2024-09-01,2024-09-02,0.00019,0.0,0.02407,-0.09124,0.00036,5e-05,0.8868418212121212,5.85315602,0.0,2.92657801
58531.5602,67000.0,1.16657,call,58.6,0.0,0.0003,2024-09-01,2024-09-02,3e-05,0.0,0.00452,-0.01405,6e-05,0.00015,0.873605376119403,17.559468059999997,0.0,8.779734029999998
58531.5602,68000.0,1.16657,call,62.61,0.0,0.0002,2024-09-01,2024-09-02,2e-05,0.0,0.00242,-0.00751,3e-05,0.0001,0.8607582382352941,11.70631204,0.0,5.85315602
58531.5602,69000.0,1.16657,call,65.12,0.0,0.0002,2024-09-01,2024-09-02,1e-05,0.0,0.00091,-0.00267,1e-05,0.0001,0.8482834811594203,11.70631204,0.0,5.85315602
58534.1734,52000.0,2.16657,call,71.24,0.1095,0.114,2024-09-01,2024-09-03,0.9855,1e-05,1.65955,-27.26387,3.03732,0.11175,1.1256571807692308,6672.8957676,6409.4919873,6541.1938774499995
58534.1734,53000.0,2.16657,call,67.58,0.0925,0.097,2024-09-01,2024-09-03,0.97335,2e-05,2.78174,-43.34317,3.05459,0.09475,1.1044183660377358,5677.8148198,5414.4110395,5546.11292965
58534.1734,54000.0,2.16657,call,59.73,0.0755,0.0795,2024-09-01,2024-09-03,0.96194,3e-05,3.73496,-51.39858,3.07568,0.0775,1.083966174074074,4653.4667853,4419.3300917,4536.3984385
58534.1734,55000.0,2.16657,call,52.79,0.0585,0.063,2024-09-01,2024-09-03,0.93954,5e-05,5.40625,-65.82418,3.05297,0.06075,1.0642576981818181,3687.6529242,3424.2491439,3555.95103405
58534.1734,56000.0,2.16657,call,46.73,0.043,0.0475,2024-09-01,2024-09-03,0.8938,9e-05,8.27058,-89.12406,2.95063,0.04525,1.0452530964285713,2780.3732365,2516.9694562,2648.67134635
58534.1734,56500.0,2.16657,call,43.98,0.0345,0.0395,2024-09-01,2024-09-03,0.85552,0.00011,10.25743,-104.04343,2.84481,0.037000000000000005,1.0360030690265487,2312.0998493,2019.4289823000001,2165.7644158000003
58534.1734,57000.0,2.16657,call,41.92,0.027,0.0315,2024-09-01,2024-09-03,0.79878,0.00015,12.69018,-122.41694,2.67926,0.029249999999999998,1.0269153228070176,1843.8264621,1580.4226818,1712.12457195
58534.4976,57500.0,2.16657,call,40.14,0.0215,0.024,2024-09-01,2024-09-03,0.72305,0.00018,15.1052,-139.81363,2.43384,0.02275,1.0179912626086958,1404.8279424,1258.4916984,1331.6598204
58534.4976,58000.0,2.16657,call,38.45,0.0145,0.0185,2024-09-01,2024-09-03,0.62715,0.00022,17.07819,-151.40009,2.12245,0.0165,1.009215475862069,1082.8882056,848.7502152000001,965.8192104
58534.4976,58500.0,2.16657,call,37.36,0.011,0.0125,2024-09-01,2024-09-03,0.51391,0.00024,17.9865,-154.95989,1.74584,0.01175,1.0005897025641026,731.68122,643.8794736,687.7803468
58534.4976,59000.0,2.16657,call,36.55,0.0075,0.0085,2024-09-01,2024-09-03,0.39468,0.00023,17.36654,-146.36955,1.34531,0.008,0.9921101288135593,497.5432296000001,439.008732,468.27598080000007
58534.4976,59500.0,2.16657,call,36.83,0.0045,0.0055,2024-09-01,2024-09-03,0.28698,0.00021,15.36641,-130.50723,0.98037,0.004999999999999999,0.9837730689075631,321.9397368,263.4052392,292.672488
58534.4976,60000.0,2.16657,call,36.86,0.0026,0.0032,2024-09-01,2024-09-03,0.19595,0.00017,12.47477,-106.0538,0.67069,0.0029,0.97557496,187.31039232,152.18969376,169.75004304
58534.4976,60500.0,2.16657,call,37.17,0.0016,0.0021,2024-09-01,2024-09-03,0.12747,0.00012,9.41417,-80.70959,0.43694,0.00185,0.9675123570247934,122.92244495999999,93.65519616,108.28882056
58534.4692,61000.0,2.16657,call,39.08,0.001,0.0014,2024-09-01,2024-09-03,0.08777,9e-05,7.19025,-64.81017,0.30097,0.0012000000000000001,0.959581462295082,81.94825688,58.534469200000004,70.24136304000001
58534.1734,61500.0,2.16657,call,41.18,0.0007,0.001,2024-09-01,2024-09-03,0.06161,7e-05,5.48618,-48.92652,0.21129,0.0008500000000000001,0.9517751772357723,58.5341734,40.97392138,49.75404739
58534.4692,62000.0,2.16657,call,45.7,0.0007,0.0009,2024-09-01,2024-09-03,0.05311,5e-05,4.88144,-45.59636,0.18195,0.0007999999999999999,0.9441043419354839,52.68102228,40.97412844,46.82757536
58534.4692,62500.0,2.16657,call,47.04,0.0004,0.0007,2024-09-01,2024-09-03,0.03672,4e-05,3.62532,-30.65243,0.12584,0.00055,0.9365515072,40.97412844,23.413787680000002,32.19395806
58534.4691,63000.0,2.16657,call,49.81,0.0003,0.0006,2024-09-01,2024-09-03,0.02898,3e-05,2.98247,-24.76291,0.09928,0.00045,0.9291185571428572,35.12068146,17.56034073,26.340511095
58534.4691,64000.0,2.16657,call,53.58,0.0001,0.0005,2024-09-01,2024-09-03,0.01666,2e-05,1.88083,-14.35303,0.05776,0.00030000000000000003,0.9146010796875,29.26723455,5.853446910000001,17.56034073
58534.4691,65000.0,2.16657,call,54.29,0.0,0.0004,2024-09-01,2024-09-03,0.00677,1e-05,0.85797,-5.35691,0.02347,0.0002,0.9005302938461539,23.413787640000002,0.0,11.706893820000001
58534.4691,66000.0,2.16657,call,54.31,0.0,0.0004,2024-09-01,2024-09-03,0.00237,0.0,0.3369,-1.7163,0.00829,0.0002,0.8868858954545454,23.413787640000002,0.0,11.706893820000001
58534.4691,67000.0,2.16657,call,55.78,0.0,0.0003,2024-09-01,2024-09-03,0.00098,0.0,0.1509,-0.6827,0.00344,0.00015,0.8736487925373134,17.56034073,0.0,8.780170365
58534.4691,68000.0,2.16657,call,62.91,0.0,0.0003,2024-09-01,2024-09-03,0.00117,0.0,0.17747,-0.9295,0.00409,0.00015,0.8608010161764706,17.56034073,0.0,8.780170365
58534.4691,69000.0,2.16657,call,66.65,0.0,0.0003,2024-09-01,2024-09-03,0.00081,0.0,0.12682,-0.66471,0.00284,0.00015,0.8483256391304348,17.56034073,0.0,8.780170365
58542.19,46000.0,5.16657,call,89.56,0.2125,0.2165,2024-09-01,2024-09-06,0.98972,0.0,1.90259,-16.48487,6.42472,0.2145,1.272656304347826,12674.384135,12440.215375,12557.299755
58542.19,48000.0,5.16657,call,76.92,0.1785,0.1825,2024-09-01,2024-09-06,0.98662,1e-05,2.39008,-17.78567,6.68181,0.1805,1.2196289583333333,10683.949675,10449.780915,10566.865295
58542.19,50000.0,5.16657,call,69.25,0.1445,0.149,2024-09-01,2024-09-06,0.97473,1e-05,4.10814,-27.52269,6.86334,0.14675,1.1708438,8722.78631,8459.346454999999,8591.0663825
58542.19,52000.0,5.16657,call,60.79,0.1115,0.1155,2024-09-01,2024-09-06,0.95299,2e-05,6.83886,-40.2183,6.96106,0.1135,1.1258113461538461,6761.622945000001,6527.4541850000005,6644.538565000001
58542.23,53000.0,5.16657,call,56.94,0.095,0.099,2024-09-01,2024-09-06,0.93343,3e-05,8.99702,-49.56029,6.9357,0.097,1.1045703773584907,5795.680770000001,5561.511850000001,5678.596310000001
58542.23,54000.0,5.16657,call,53.06,0.078,0.083,2024-09-01,2024-09-06,0.90502,5e-05,11.77179,-60.43208,6.83471,0.0805,1.0841153703703705,4859.005090000001,4566.2939400000005,4712.649515000001
58542.23,55000.0,5.16657,call,49.78,0.0625,0.0675,2024-09-01,2024-09-06,0.86066,6e-05,15.45477,-74.4331,6.59677,0.065,1.064404181818182,3951.6005250000003,3658.889375,3805.2449500000002
